valve_id,segment_id,date,position_pct,state,response_time_sec,leak_test_result
V-02-1,02,2026-01-14,99.2,Open,1.0,Pass
V-02-2,02,2026-01-14,95.7,Open,4.6,Pass
V-02-3,02,2026-01-14,96.6,Open,2.2,Pass
V-03-1,03,2026-01-14,97.4,Open,3.3,Pass
V-03-2,03,2026-01-14,95.4,Open,2.3,Pass
V-03-3,03,2026-01-14,17.3,Closed,4.5,Pass
V-04-1,04,2026-01-14,100.0,Open,4.6,Pass
V-04-2,04,2026-01-14,99.2,Open,1.9,Pass
V-04-3,04,2026-01-14,98.4,Open,2.7,Pass
V-05-1,05,2026-01-14,98.3,Open,3.5,Pass
V-05-2,05,2026-01-14,97.2,Open,3.6,Pass
V-05-3,05,2026-01-14,98.9,Open,0.6,Pass
V-06-1,06,2026-01-14,96.3,Open,2.3,Pass
V-06-2,06,2026-01-14,98.0,Open,2.3,Pass
V-06-3,06,2026-01-14,97.9,Open,2.0,Pass
V-07-1,07,2026-01-14,99.2,Open,4.0,Pass
V-07-2,07,2026-01-14,98.6,Open,4.3,Pass
V-07-3,07,2026-01-14,3.8,Closed,0.7,Pass
V-01-1,01,2026-01-15,98.9,Open,1.5,Pass
V-01-2,01,2026-01-15,96.2,Open,4.1,Pass
V-01-3,01,2026-01-15,98.4,Open,1.6,Pass
V-02-1,02,2026-01-15,95.3,Open,1.2,Pass
V-02-2,02,2026-01-15,96.8,Open,2.8,Pass
V-02-3,02,2026-01-15,96.4,Open,0.8,Pass
V-03-1,03,2026-01-15,98.7,Open,2.5,Pass
V-03-2,03,2026-01-15,99.7,Open,1.1,Pass
V-03-3,03,2026-01-15,98.2,Open,4.6,Pass
V-04-1,04,2026-01-15,99.4,Open,4.0,Pass
V-04-2,04,2026-01-15,97.0,Open,4.9,Pass
V-04-3,04,2026-01-15,97.8,Open,3.6,Pass
V-05-1,05,2026-01-15,99.2,Open,0.7,Pass
V-05-2,05,2026-01-15,95.6,Open,2.6,Pass
V-05-3,05,2026-01-15,97.1,Open,3.5,Pass
V-06-1,06,2026-01-15,95.1,Open,1.0,Pass
V-06-2,06,2026-01-15,98.6,Open,3.5,Pass
V-06-3,06,2026-01-15,98.0,Open,0.7,Pass
V-07-1,07,2026-01-15,95.2,Open,2.7,Pass
V-07-2,07,2026-01-15,97.5,Open,4.7,Pass
V-07-3,07,2026-01-15,98.9,Open,1.3,Pass
V-01-1,01,2026-01-16,97.4,Open,3.0,Pass
V-01-2,01,2026-01-16,95.5,Open,0.7,Pass
V-01-3,01,2026-01-16,98.4,Open,3.6,Pass
V-02-1,02,2026-01-16,95.5,Open,3.5,Pass
V-02-2,02,2026-01-16,99.4,Open,3.5,Pass
V-02-3,02,2026-01-16,98.6,Open,0.9,Pass
V-03-1,03,2026-01-16,95.4,Open,1.7,Pass
V-03-2,03,2026-01-16,98.9,Open,2.3,Pass
V-03-3,03,2026-01-16,99.4,Open,2.7,Pass
V-04-1,04,2026-01-16,14.1,Closed,2.8,Pass
V-04-2,04,2026-01-16,97.3,Open,2.5,Pass
V-04-3,04,2026-01-16,10.9,Closed,1.8,Pass
V-05-1,05,2026-01-16,97.8,Open,0.7,Pass
V-05-2,05,2026-01-16,95.3,Open,2.2,Pass
V-05-3,05,2026-01-16,95.4,Open,2.3,Pass
V-06-1,06,2026-01-16,98.8,Open,1.3,Pass
V-06-2,06,2026-01-16,98.0,Open,2.2,Pass
V-06-3,06,2026-01-16,97.6,Open,3.4,Pass
V-07-1,07,2026-01-16,96.1,Open,2.2,Pass
V-07-2,07,2026-01-16,98.1,Open,4.7,Pass
V-07-3,07,2026-01-16,97.7,Open,4.6,Pass
V-01-1,01,2026-01-17,98.7,Open,4.3,Pass
V-01-2,01,2026-01-17,97.2,Open,2.2,Pass
V-01-3,01,2026-01-17,98.1,Open,3.8,Pass
V-02-1,02,2026-01-17,99.5,Open,1.7,Pass
V-02-2,02,2026-01-17,99.6,Open,3.5,Pass
V-02-3,02,2026-01-17,95.0,Open,2.9,Pass
V-03-1,03,2026-01-17,8.1,Closed,3.3,Pass
V-03-2,03,2026-01-17,96.5,Open,1.9,Pass
V-03-3,03,2026-01-17,95.4,Open,1.5,Pass
V-04-1,04,2026-01-17,96.9,Open,2.5,Pass
V-04-2,04,2026-01-17,95.8,Open,3.8,Pass
V-04-3,04,2026-01-17,97.5,Open,4.0,Pass
V-05-1,05,2026-01-17,99.0,Open,1.0,Pass
V-05-2,05,2026-01-17,98.8,Open,3.7,Pass
V-05-3,05,2026-01-17,95.3,Open,4.6,Pass
V-06-1,06,2026-01-17,96.6,Open,1.9,Pass
V-06-2,06,2026-01-17,97.5,Open,4.2,Pass
V-06-3,06,2026-01-17,97.3,Open,2.5,Pass
V-07-1,07,2026-01-17,96.4,Open,3.1,Pass
V-07-2,07,2026-01-17,97.6,Open,3.9,Pass
V-07-3,07,2026-01-17,95.6,Open,4.6,Pass
V-01-1,01,2026-01-18,95.5,Open,4.3,Pass
V-01-2,01,2026-01-18,96.1,Open,0.6,Pass
V-01-3,01,2026-01-18,96.9,Open,4.1,Pass
V-02-1,02,2026-01-18,97.0,Open,3.1,Pass
V-02-2,02,2026-01-18,95.8,Open,1.7,Pass
V-02-3,02,2026-01-18,96.4,Open,2.6,Pass
V-03-1,03,2026-01-18,98.0,Open,4.6,Pass
V-03-2,03,2026-01-18,96.4,Open,4.7,Pass
V-03-3,03,2026-01-18,98.7,Open,4.8,Pass
V-04-1,04,2026-01-18,97.9,Open,3.3,Pass
V-04-2,04,2026-01-18,99.1,Open,1.1,Pass
V-04-3,04,2026-01-18,99.0,Open,2.4,Pass
V-05-1,05,2026-01-18,99.5,Open,3.5,Pass
V-05-2,05,2026-01-18,96.2,Open,4.9,Pass
V-05-3,05,2026-01-18,96.8,Open,2.4,Pass
V-06-1,06,2026-01-18,100.0,Open,3.2,Pass
V-06-2,06,2026-01-18,98.8,Open,4.9,Pass
V-06-3,06,2026-01-18,97.6,Open,2.7,Pass
V-07-1,07,2026-01-18,20.1,Closed,3.9,Pass
V-07-2,07,2026-01-18,98.8,Open,1.9,Pass
V-07-3,07,2026-01-18,99.7,Open,3.5,Pass
V-01-1,01,2026-01-19,96.1,Open,0.6,Pass
V-01-2,01,2026-01-19,99.9,Open,2.0,Pass
V-01-3,01,2026-01-19,97.4,Open,4.4,Pass
V-02-1,02,2026-01-19,96.2,Open,3.4,Pass
V-02-2,02,2026-01-19,99.3,Open,1.4,Pass
V-02-3,02,2026-01-19,98.3,Open,3.4,Pass
V-03-1,03,2026-01-19,98.4,Open,0.6,Pass
V-03-2,03,2026-01-19,96.5,Open,3.3,Fail
V-03-3,03,2026-01-19,98.6,Open,1.7,Pass
V-04-1,04,2026-01-19,99.3,Open,1.2,Pass
V-04-2,04,2026-01-19,98.8,Open,1.8,Pass
V-04-3,04,2026-01-19,96.3,Open,4.4,Pass
V-05-1,05,2026-01-19,97.2,Open,0.7,Pass
V-05-2,05,2026-01-19,96.2,Open,1.3,Fail
V-05-3,05,2026-01-19,98.3,Open,3.3,Pass
V-06-1,06,2026-01-19,99.9,Open,4.5,Pass
V-06-2,06,2026-01-19,98.2,Open,2.9,Pass
V-06-3,06,2026-01-19,96.6,Open,0.8,Pass
V-07-1,07,2026-01-19,16.2,Closed,3.1,Pass
V-07-2,07,2026-01-19,95.1,Open,3.7,Pass
V-07-3,07,2026-01-19,95.4,Open,1.9,Pass
V-01-1,01,2026-01-20,97.9,Open,4.6,Pass
V-01-2,01,2026-01-20,95.8,Open,2.5,Pass
V-01-3,01,2026-01-20,97.1,Open,2.3,Pass
V-02-1,02,2026-01-20,95.4,Open,0.9,Pass
V-02-2,02,2026-01-20,97.9,Open,1.4,Fail
V-02-3,02,2026-01-20,97.4,Open,1.2,Pass
V-03-1,03,2026-01-20,95.2,Open,3.8,Pass
V-03-2,03,2026-01-20,97.2,Open,1.6,Pass
V-03-3,03,2026-01-20,98.6,Open,0.6,Pass
V-04-1,04,2026-01-20,97.3,Open,3.0,Pass
V-04-2,04,2026-01-20,95.3,Open,0.8,Pass
V-04-3,04,2026-01-20,99.9,Open,3.9,Pass
V-05-1,05,2026-01-20,96.9,Open,4.7,Pass
V-05-2,05,2026-01-20,95.3,Open,1.3,Pass
V-05-3,05,2026-01-20,25.5,Closed,3.1,Pass
V-06-1,06,2026-01-20,95.7,Open,2.0,Pass
V-06-2,06,2026-01-20,99.8,Open,2.1,Pass
V-06-3,06,2026-01-20,97.9,Open,2.1,Pass
V-07-1,07,2026-01-20,96.3,Open,4.5,Pass
V-07-2,07,2026-01-20,98.9,Open,4.6,Pass
V-07-3,07,2026-01-20,95.4,Open,1.3,Pass
V-01-1,01,2026-01-21,96.0,Open,4.1,Pass
V-01-2,01,2026-01-21,95.1,Open,5.0,Pass
V-01-3,01,2026-01-21,97.5,Open,3.2,Pass
V-02-1,02,2026-01-21,97.9,Open,3.6,Pass
V-02-2,02,2026-01-21,99.4,Open,2.2,Pass
V-02-3,02,2026-01-21,98.0,Open,2.4,Pass
V-03-1,03,2026-01-21,97.9,Open,2.3,Pass
V-03-2,03,2026-01-21,99.1,Open,3.4,Pass
V-03-3,03,2026-01-21,98.2,Open,1.2,Pass
V-04-1,04,2026-01-21,97.7,Open,2.4,Pass
V-04-2,04,2026-01-21,96.4,Open,2.0,Pass
V-04-3,04,2026-01-21,96.3,Open,2.5,Pass
V-05-1,05,2026-01-21,96.4,Open,3.2,Pass
V-05-2,05,2026-01-21,95.0,Open,4.3,Pass
V-05-3,05,2026-01-21,99.2,Open,1.5,Pass
V-06-1,06,2026-01-21,96.8,Open,3.8,Pass
V-06-2,06,2026-01-21,98.2,Open,1.8,Pass
V-06-3,06,2026-01-21,99.3,Open,3.5,Pass
V-07-1,07,2026-01-21,97.6,Open,1.9,Pass
V-07-2,07,2026-01-21,98.9,Open,1.4,Pass
V-07-3,07,2026-01-21,95.3,Open,1.8,Pass
V-01-1,01,2026-01-22,95.5,Open,3.7,Fail
V-01-2,01,2026-01-22,99.7,Open,3.0,Pass
V-01-3,01,2026-01-22,99.7,Open,3.4,Pass
V-02-1,02,2026-01-22,22.7,Closed,3.6,Pass
V-02-2,02,2026-01-22,95.9,Open,4.3,Pass
V-02-3,02,2026-01-22,98.2,Open,1.1,Pass
V-03-1,03,2026-01-22,98.9,Open,2.5,Pass
V-03-2,03,2026-01-22,95.8,Open,1.1,Pass
V-03-3,03,2026-01-22,14.0,Closed,4.6,Pass
V-04-1,04,2026-01-22,96.7,Open,1.4,Pass
V-04-2,04,2026-01-22,98.4,Open,4.3,Pass
V-04-3,04,2026-01-22,96.2,Open,3.6,Pass
V-05-1,05,2026-01-22,96.8,Open,1.1,Fail
V-05-2,05,2026-01-22,95.9,Open,3.6,Fail
V-05-3,05,2026-01-22,97.4,Open,4.6,Pass
V-06-1,06,2026-01-22,96.7,Open,0.5,Pass
V-06-2,06,2026-01-22,96.7,Open,2.7,Pass
V-06-3,06,2026-01-22,96.8,Open,3.7,Pass
V-07-1,07,2026-01-22,95.8,Open,2.5,Pass
V-07-2,07,2026-01-22,95.6,Open,2.4,Pass
V-07-3,07,2026-01-22,96.7,Open,3.8,Fail
V-01-1,01,2026-01-23,95.7,Open,1.2,Pass
V-01-2,01,2026-01-23,99.6,Open,1.3,Pass
V-01-3,01,2026-01-23,95.9,Open,2.3,Pass
V-02-1,02,2026-01-23,96.4,Open,3.3,Pass
V-02-2,02,2026-01-23,97.0,Open,4.8,Pass
V-02-3,02,2026-01-23,98.7,Open,1.3,Pass
V-03-1,03,2026-01-23,98.2,Open,1.5,Pass
V-03-2,03,2026-01-23,5.3,Closed,4.4,Pass
V-03-3,03,2026-01-23,98.0,Open,1.5,Pass
V-04-1,04,2026-01-23,96.6,Open,1.5,Pass
V-04-2,04,2026-01-23,98.3,Open,4.6,Pass
V-04-3,04,2026-01-23,97.1,Open,1.9,Pass
V-05-1,05,2026-01-23,96.4,Open,3.1,Pass
V-05-2,05,2026-01-23,95.5,Open,1.1,Pass
V-05-3,05,2026-01-23,97.9,Open,1.3,Pass
V-06-1,06,2026-01-23,95.6,Open,3.2,Pass
V-06-2,06,2026-01-23,99.0,Open,3.9,Pass
V-06-3,06,2026-01-23,96.5,Open,3.2,Pass
V-07-1,07,2026-01-23,99.9,Open,4.6,Pass
V-07-2,07,2026-01-23,98.1,Open,2.0,Pass
V-07-3,07,2026-01-23,97.6,Open,3.5,Pass
V-01-1,01,2026-01-24,98.0,Open,4.8,Pass
V-01-2,01,2026-01-24,95.6,Open,4.4,Pass
V-01-3,01,2026-01-24,99.9,Open,2.8,Pass
V-02-1,02,2026-01-24,96.5,Open,2.3,Fail
V-02-2,02,2026-01-24,96.2,Open,1.7,Pass
V-02-3,02,2026-01-24,99.1,Open,3.4,Pass
V-03-1,03,2026-01-24,98.5,Open,3.6,Pass
V-03-2,03,2026-01-24,98.2,Open,4.2,Pass
V-03-3,03,2026-01-24,95.8,Open,0.8,Pass
V-04-1,04,2026-01-24,95.6,Open,1.3,Pass
V-04-2,04,2026-01-24,96.0,Open,4.2,Pass
V-04-3,04,2026-01-24,95.7,Open,3.4,Pass
V-05-1,05,2026-01-24,97.0,Open,1.4,Pass
V-05-2,05,2026-01-24,99.6,Open,2.2,Pass
V-05-3,05,2026-01-24,95.1,Open,3.8,Pass
V-06-1,06,2026-01-24,98.4,Open,3.2,Pass
V-06-2,06,2026-01-24,98.3,Open,3.2,Pass
V-06-3,06,2026-01-24,99.7,Open,1.0,Pass
V-07-1,07,2026-01-24,98.7,Open,3.5,Pass
V-07-2,07,2026-01-24,97.1,Open,3.4,Pass
V-07-3,07,2026-01-24,95.0,Open,1.2,Pass
V-01-1,01,2026-01-25,97.9,Open,0.8,Pass
V-01-2,01,2026-01-25,96.1,Open,3.0,Pass
V-01-3,01,2026-01-25,99.5,Open,1.9,Pass
V-02-1,02,2026-01-25,98.9,Open,1.9,Pass
V-02-2,02,2026-01-25,97.1,Open,2.3,Pass
V-02-3,02,2026-01-25,98.1,Open,0.8,Pass
V-03-1,03,2026-01-25,98.4,Open,3.2,Pass
V-03-2,03,2026-01-25,98.4,Open,4.0,Pass
V-03-3,03,2026-01-25,97.3,Open,3.3,Pass
V-04-1,04,2026-01-25,99.1,Open,1.4,Pass
V-04-2,04,2026-01-25,97.1,Open,1.5,Pass
V-04-3,04,2026-01-25,99.0,Open,1.4,Fail
V-05-1,05,2026-01-25,95.1,Open,1.6,Pass
V-05-2,05,2026-01-25,99.0,Open,2.5,Pass
V-05-3,05,2026-01-25,99.0,Open,1.2,Pass
V-06-1,06,2026-01-25,99.2,Open,3.7,Pass
V-06-2,06,2026-01-25,95.2,Open,4.4,Pass
V-06-3,06,2026-01-25,99.8,Open,2.7,Pass
V-07-1,07,2026-01-25,97.0,Open,1.8,Pass
V-07-2,07,2026-01-25,98.9,Open,1.8,Pass
V-07-3,07,2026-01-25,98.0,Open,3.7,Pass
V-01-1,01,2026-01-26,97.2,Open,3.0,Pass
V-01-2,01,2026-01-26,96.9,Open,2.6,Pass
V-01-3,01,2026-01-26,95.2,Open,1.9,Pass
V-02-1,02,2026-01-26,99.4,Open,3.6,Pass
V-02-2,02,2026-01-26,96.4,Open,2.6,Pass
V-02-3,02,2026-01-26,98.7,Open,4.2,Pass
V-03-1,03,2026-01-26,96.0,Open,3.7,Pass
V-03-2,03,2026-01-26,98.6,Open,0.6,Pass
V-03-3,03,2026-01-26,96.0,Open,1.6,Pass
V-04-1,04,2026-01-26,97.9,Open,3.0,Pass
V-04-2,04,2026-01-26,99.8,Open,4.8,Pass
V-04-3,04,2026-01-26,99.4,Open,4.2,Pass
V-05-1,05,2026-01-26,99.6,Open,2.3,Pass
V-05-2,05,2026-01-26,97.4,Open,3.7,Pass
V-05-3,05,2026-01-26,23.1,Closed,4.1,Pass
V-06-1,06,2026-01-26,95.4,Open,5.0,Pass
V-06-2,06,2026-01-26,98.3,Open,4.6,Pass
V-06-3,06,2026-01-26,95.6,Open,2.2,Pass
V-07-1,07,2026-01-26,97.6,Open,2.4,Pass
V-07-2,07,2026-01-26,95.8,Open,4.8,Pass
V-07-3,07,2026-01-26,95.5,Open,4.1,Pass
V-01-1,01,2026-01-27,97.5,Open,2.1,Pass
V-01-2,01,2026-01-27,98.2,Open,0.7,Pass
V-01-3,01,2026-01-27,96.8,Open,4.8,Pass
V-02-1,02,2026-01-27,3.7,Closed,1.0,Pass
V-02-2,02,2026-01-27,95.9,Open,2.1,Pass
V-02-3,02,2026-01-27,96.5,Open,4.3,Pass
V-03-1,03,2026-01-27,95.1,Open,1.2,Pass
V-03-2,03,2026-01-27,99.0,Open,3.9,Pass
V-03-3,03,2026-01-27,97.6,Open,3.1,Pass
V-04-1,04,2026-01-27,98.6,Open,4.7,Pass
V-04-2,04,2026-01-27,97.8,Open,4.1,Fail
V-04-3,04,2026-01-27,96.2,Open,2.0,Pass
V-05-1,05,2026-01-27,97.8,Open,2.5,Pass
V-05-2,05,2026-01-27,96.8,Open,4.4,Pass
V-05-3,05,2026-01-27,95.7,Open,2.7,Pass
V-06-1,06,2026-01-27,98.0,Open,0.9,Pass
V-06-2,06,2026-01-27,97.3,Open,3.9,Pass
V-06-3,06,2026-01-27,5.8,Closed,1.6,Pass
V-07-1,07,2026-01-27,95.2,Open,0.7,Pass
V-07-2,07,2026-01-27,97.0,Open,4.9,Pass
V-07-3,07,2026-01-27,96.8,Open,0.9,Pass
V-01-1,01,2026-01-28,96.8,Open,0.9,Pass
V-01-2,01,2026-01-28,96.8,Open,2.0,Pass
V-01-3,01,2026-01-28,95.3,Open,4.8,Pass
V-02-1,02,2026-01-28,98.6,Open,4.2,Pass
V-02-2,02,2026-01-28,99.9,Open,4.3,Pass
V-02-3,02,2026-01-28,98.4,Open,1.4,Pass
V-03-1,03,2026-01-28,97.6,Open,2.7,Fail
V-03-2,03,2026-01-28,96.4,Open,4.4,Pass
V-03-3,03,2026-01-28,97.9,Open,2.4,Pass
V-04-1,04,2026-01-28,96.1,Open,2.0,Pass
V-04-2,04,2026-01-28,99.1,Open,1.2,Pass
V-04-3,04,2026-01-28,98.0,Open,1.7,Pass
V-05-1,05,2026-01-28,17.4,Closed,1.8,Pass
V-05-2,05,2026-01-28,99.1,Open,4.9,Pass
V-05-3,05,2026-01-28,98.2,Open,1.4,Pass
V-06-1,06,2026-01-28,95.7,Open,1.6,Pass
V-06-2,06,2026-01-28,97.1,Open,2.6,Pass
V-06-3,06,2026-01-28,97.7,Open,2.6,Pass
V-07-1,07,2026-01-28,99.9,Open,3.3,Pass
V-07-2,07,2026-01-28,97.9,Open,4.8,Pass
V-07-3,07,2026-01-28,97.7,Open,2.5,Pass
V-01-1,01,2026-01-29,99.7,Open,1.3,Pass
V-01-2,01,2026-01-29,98.8,Open,0.5,Pass
V-01-3,01,2026-01-29,97.7,Open,3.4,Pass
V-02-1,02,2026-01-29,96.4,Open,1.5,Pass
V-02-2,02,2026-01-29,98.8,Open,4.1,Pass
V-02-3,02,2026-01-29,95.3,Open,2.7,Pass
V-03-1,03,2026-01-29,96.7,Open,2.2,Pass
V-03-2,03,2026-01-29,97.7,Open,2.1,Pass
V-03-3,03,2026-01-29,95.4,Open,1.5,Pass
V-04-1,04,2026-01-29,96.2,Open,1.1,Pass
V-04-2,04,2026-01-29,98.1,Open,4.3,Pass
V-04-3,04,2026-01-29,97.7,Open,0.8,Pass
V-05-1,05,2026-01-29,96.5,Open,1.7,Pass
V-05-2,05,2026-01-29,99.9,Open,4.8,Fail
V-05-3,05,2026-01-29,96.1,Open,4.7,Pass
V-06-1,06,2026-01-29,99.4,Open,4.9,Pass
V-06-2,06,2026-01-29,95.5,Open,1.8,Pass
V-06-3,06,2026-01-29,98.2,Open,1.4,Pass
V-07-1,07,2026-01-29,98.5,Open,0.8,Pass
V-07-2,07,2026-01-29,98.4,Open,0.9,Pass
V-07-3,07,2026-01-29,96.6,Open,0.5,Pass
V-01-1,01,2026-01-30,99.4,Open,4.1,Pass
V-01-2,01,2026-01-30,99.9,Open,2.4,Pass
V-01-3,01,2026-01-30,98.3,Open,2.0,Pass
V-02-1,02,2026-01-30,96.4,Open,1.7,Pass
V-02-2,02,2026-01-30,96.1,Open,1.7,Pass
V-02-3,02,2026-01-30,95.9,Open,3.1,Pass
V-03-1,03,2026-01-30,99.9,Open,1.9,Pass
V-03-2,03,2026-01-30,99.3,Open,3.1,Pass
V-03-3,03,2026-01-30,97.1,Open,2.3,Pass
V-04-1,04,2026-01-30,96.4,Open,0.5,Pass
V-04-2,04,2026-01-30,96.6,Open,3.1,Pass
V-04-3,04,2026-01-30,97.4,Open,2.6,Pass
V-05-1,05,2026-01-30,21.8,Closed,3.6,Pass
V-05-2,05,2026-01-30,98.3,Open,3.2,Pass
V-05-3,05,2026-01-30,98.4,Open,3.7,Pass
V-06-1,06,2026-01-30,99.7,Open,3.0,Pass
V-06-2,06,2026-01-30,97.3,Open,3.8,Pass
V-06-3,06,2026-01-30,99.7,Open,1.8,Pass
V-07-1,07,2026-01-30,97.2,Open,1.4,Pass
V-07-2,07,2026-01-30,97.8,Open,1.9,Pass
V-07-3,07,2026-01-30,13.8,Closed,2.0,Pass
V-01-1,01,2026-01-31,98.2,Open,2.3,Pass
V-01-2,01,2026-01-31,96.3,Open,1.0,Pass
V-01-3,01,2026-01-31,95.8,Open,3.1,Pass
V-02-1,02,2026-01-31,96.6,Open,4.3,Pass
V-02-2,02,2026-01-31,99.5,Open,3.8,Pass
V-02-3,02,2026-01-31,95.5,Open,2.4,Pass
V-03-1,03,2026-01-31,96.7,Open,4.8,Pass
V-03-2,03,2026-01-31,95.9,Open,3.9,Pass
V-03-3,03,2026-01-31,95.1,Open,4.9,Pass
V-04-1,04,2026-01-31,99.1,Open,4.2,Pass
V-04-2,04,2026-01-31,95.0,Open,3.4,Pass
V-04-3,04,2026-01-31,96.7,Open,4.5,Pass
V-05-1,05,2026-01-31,95.1,Open,4.4,Pass
V-05-2,05,2026-01-31,97.9,Open,4.0,Pass
V-05-3,05,2026-01-31,96.9,Open,3.4,Pass
V-06-1,06,2026-01-31,96.5,Open,1.4,Pass
V-06-2,06,2026-01-31,98.6,Open,4.9,Pass
V-06-3,06,2026-01-31,98.0,Open,0.7,Pass
V-07-1,07,2026-01-31,96.1,Open,1.0,Pass
V-07-2,07,2026-01-31,97.8,Open,0.7,Pass
V-07-3,07,2026-01-31,96.6,Open,3.7,Pass
V-01-1,01,2026-02-01,2.2,Closed,3.9,Pass
V-01-2,01,2026-02-01,1.7,Closed,4.0,Pass
V-01-3,01,2026-02-01,98.3,Open,2.6,Pass
V-02-1,02,2026-02-01,97.2,Open,0.7,Pass
V-02-2,02,2026-02-01,99.6,Open,3.0,Pass
V-02-3,02,2026-02-01,97.9,Open,0.5,Pass
V-03-1,03,2026-02-01,98.8,Open,2.5,Pass
V-03-2,03,2026-02-01,99.5,Open,1.3,Pass
V-03-3,03,2026-02-01,98.1,Open,1.0,Pass
V-04-1,04,2026-02-01,95.3,Open,1.4,Pass
V-04-2,04,2026-02-01,96.8,Open,3.8,Pass
V-04-3,04,2026-02-01,98.2,Open,1.7,Pass
V-05-1,05,2026-02-01,96.8,Open,5.0,Pass
V-05-2,05,2026-02-01,97.1,Open,0.6,Pass
V-05-3,05,2026-02-01,96.6,Open,2.1,Pass
V-06-1,06,2026-02-01,98.9,Open,2.7,Pass
V-06-2,06,2026-02-01,95.6,Open,1.6,Pass
V-06-3,06,2026-02-01,99.0,Open,3.7,Pass
V-07-1,07,2026-02-01,99.1,Open,2.6,Pass
V-07-2,07,2026-02-01,97.5,Open,2.2,Pass
V-07-3,07,2026-02-01,98.4,Open,3.4,Pass
V-01-1,01,2026-02-02,97.9,Open,4.7,Pass
V-01-2,01,2026-02-02,98.2,Open,2.4,Pass
V-01-3,01,2026-02-02,97.7,Open,2.9,Pass
V-02-1,02,2026-02-02,97.8,Open,4.3,Pass
V-02-2,02,2026-02-02,98.9,Open,1.6,Pass
V-02-3,02,2026-02-02,99.9,Open,4.6,Pass
V-03-1,03,2026-02-02,99.8,Open,1.3,Pass
V-03-2,03,2026-02-02,95.4,Open,1.9,Pass
V-03-3,03,2026-02-02,16.6,Closed,2.2,Pass
V-04-1,04,2026-02-02,96.2,Open,1.2,Pass
V-04-2,04,2026-02-02,95.7,Open,2.1,Pass
V-04-3,04,2026-02-02,98.1,Open,0.6,Pass
V-05-1,05,2026-02-02,98.7,Open,0.7,Pass
V-05-2,05,2026-02-02,98.3,Open,2.5,Pass
V-05-3,05,2026-02-02,99.2,Open,4.1,Pass
V-06-1,06,2026-02-02,99.2,Open,3.6,Pass
V-06-2,06,2026-02-02,98.7,Open,4.7,Pass
V-06-3,06,2026-02-02,99.5,Open,1.2,Fail
V-07-1,07,2026-02-02,97.1,Open,1.9,Pass
V-07-2,07,2026-02-02,95.1,Open,1.2,Pass
V-07-3,07,2026-02-02,95.7,Open,4.1,Pass
V-01-1,01,2026-02-03,99.8,Open,4.8,Pass
V-01-2,01,2026-02-03,98.3,Open,1.3,Pass
V-01-3,01,2026-02-03,99.7,Open,2.3,Pass
V-02-1,02,2026-02-03,97.5,Open,2.2,Pass
V-02-2,02,2026-02-03,96.9,Open,4.8,Pass
V-02-3,02,2026-02-03,0.8,Closed,3.5,Pass
V-03-1,03,2026-02-03,98.0,Open,2.7,Pass
V-03-2,03,2026-02-03,98.8,Open,3.6,Pass
V-03-3,03,2026-02-03,96.0,Open,1.2,Pass
V-04-1,04,2026-02-03,25.7,Closed,3.2,Pass
V-04-2,04,2026-02-03,97.3,Open,1.8,Pass
V-04-3,04,2026-02-03,96.5,Open,0.5,Pass
V-05-1,05,2026-02-03,95.8,Open,0.6,Pass
V-05-2,05,2026-02-03,98.3,Open,3.4,Pass
V-05-3,05,2026-02-03,96.7,Open,0.6,Pass
V-06-1,06,2026-02-03,97.8,Open,4.9,Pass
V-06-2,06,2026-02-03,98.3,Open,3.2,Pass
V-06-3,06,2026-02-03,98.8,Open,1.6,Pass
V-07-1,07,2026-02-03,95.2,Open,4.8,Pass
V-07-2,07,2026-02-03,96.3,Open,4.2,Pass
V-07-3,07,2026-02-03,99.4,Open,1.6,Pass
V-01-1,01,2026-02-04,97.7,Open,3.2,Pass
V-01-2,01,2026-02-04,97.1,Open,0.8,Pass
V-01-3,01,2026-02-04,96.7,Open,2.3,Pass
V-02-1,02,2026-02-04,97.1,Open,3.6,Pass
V-02-2,02,2026-02-04,95.3,Open,1.4,Pass
V-02-3,02,2026-02-04,98.4,Open,3.0,Fail
V-03-1,03,2026-02-04,99.7,Open,4.1,Pass
V-03-2,03,2026-02-04,99.0,Open,0.7,Pass
V-03-3,03,2026-02-04,98.5,Open,3.2,Pass
V-04-1,04,2026-02-04,99.0,Open,4.8,Pass
V-04-2,04,2026-02-04,99.7,Open,4.1,Pass
V-04-3,04,2026-02-04,96.2,Open,4.7,Pass
V-05-1,05,2026-02-04,97.6,Open,0.9,Pass
V-05-2,05,2026-02-04,97.3,Open,2.0,Pass
V-05-3,05,2026-02-04,97.1,Open,4.6,Pass
V-06-1,06,2026-02-04,99.2,Open,1.3,Pass
V-06-2,06,2026-02-04,96.4,Open,4.5,Pass
V-06-3,06,2026-02-04,98.2,Open,3.6,Pass
V-07-1,07,2026-02-04,97.0,Open,3.3,Pass
V-07-2,07,2026-02-04,98.9,Open,2.8,Pass
V-07-3,07,2026-02-04,95.5,Open,1.6,Pass
V-01-1,01,2026-02-05,97.4,Open,1.4,Pass
V-01-2,01,2026-02-05,1.1,Closed,2.3,Pass
V-01-3,01,2026-02-05,18.6,Closed,1.8,Pass
V-02-1,02,2026-02-05,99.4,Open,2.1,Pass
V-02-2,02,2026-02-05,99.0,Open,2.0,Pass
