segment_id,test_point_id,date,pipe_to_soil_v,on_potential_v,current_ma,criteria_met,standard
SEG-06,TP-06-3,2025-06-29,-0.813,-0.984,0.69,Fail,NACE SP0169
SEG-07,TP-07-1,2025-06-29,-0.863,-1.161,4.38,Pass,NACE SP0169
SEG-07,TP-07-2,2025-06-29,-0.704,-0.883,3.55,Fail,NACE SP0169
SEG-07,TP-07-3,2025-06-29,-0.771,-1.098,1.96,Fail,NACE SP0169
SEG-01,TP-01-1,2025-06-30,-0.966,-1.114,2.22,Pass,NACE SP0169
SEG-01,TP-01-2,2025-06-30,-0.811,-1.083,0.88,Fail,NACE SP0169
SEG-01,TP-01-3,2025-06-30,-0.832,-1.03,4.15,Fail,NACE SP0169
SEG-02,TP-02-1,2025-06-30,-0.873,-1.222,3.91,Pass,NACE SP0169
SEG-02,TP-02-2,2025-06-30,-0.846,-1.013,3.35,Fail,NACE SP0169
SEG-02,TP-02-3,2025-06-30,-0.899,-1.074,2.62,Pass,NACE SP0169
SEG-03,TP-03-1,2025-06-30,-0.861,-1.019,4.82,Pass,NACE SP0169
SEG-03,TP-03-2,2025-06-30,-0.89,-1.225,1.01,Pass,NACE SP0169
SEG-03,TP-03-3,2025-06-30,-0.884,-1.25,0.79,Pass,NACE SP0169
SEG-04,TP-04-1,2025-06-30,-0.901,-1.125,0.56,Pass,NACE SP0169
SEG-04,TP-04-2,2025-06-30,-0.91,-1.218,0.98,Pass,NACE SP0169
SEG-04,TP-04-3,2025-06-30,-0.922,-1.181,2.82,Pass,NACE SP0169
SEG-05,TP-05-1,2025-06-30,-0.853,-1.253,2.38,Pass,NACE SP0169
SEG-05,TP-05-2,2025-06-30,-0.95,-1.201,4.34,Pass,NACE SP0169
SEG-05,TP-05-3,2025-06-30,-0.916,-1.023,3.35,Pass,NACE SP0169
SEG-06,TP-06-1,2025-06-30,-0.738,-0.932,3.72,Fail,NACE SP0169
SEG-06,TP-06-2,2025-06-30,-0.875,-1.259,3.93,Pass,NACE SP0169
SEG-06,TP-06-3,2025-06-30,-0.882,-0.988,4.73,Pass,NACE SP0169
SEG-07,TP-07-1,2025-06-30,-0.698,-0.863,4.49,Fail,NACE SP0169
SEG-07,TP-07-2,2025-06-30,-0.861,-1.191,2.18,Pass,NACE SP0169
SEG-07,TP-07-3,2025-06-30,-0.96,-1.073,4.37,Pass,NACE SP0169
SEG-01,TP-01-1,2025-07-01,-0.852,-1.187,2.95,Pass,NACE SP0169
SEG-01,TP-01-2,2025-07-01,-0.86,-1.247,1.22,Pass,NACE SP0169
SEG-01,TP-01-3,2025-07-01,-0.773,-1.092,4.77,Fail,NACE SP0169
SEG-02,TP-02-1,2025-07-01,-0.846,-1.095,4.71,Fail,NACE SP0169
SEG-02,TP-02-2,2025-07-01,-0.861,-1.235,1.9,Pass,NACE SP0169
SEG-02,TP-02-3,2025-07-01,-0.844,-1.009,3.97,Fail,NACE SP0169
SEG-03,TP-03-1,2025-07-01,-0.829,-1.025,1.03,Fail,NACE SP0169
SEG-03,TP-03-2,2025-07-01,-0.918,-1.258,4.8,Pass,NACE SP0169
SEG-03,TP-03-3,2025-07-01,-0.875,-1.184,2.95,Pass,NACE SP0169
SEG-04,TP-04-1,2025-07-01,-0.963,-1.123,1.35,Pass,NACE SP0169
SEG-04,TP-04-2,2025-07-01,-0.857,-1.1,2.84,Pass,NACE SP0169
SEG-04,TP-04-3,2025-07-01,-0.766,-0.92,1.41,Fail,NACE SP0169
SEG-05,TP-05-1,2025-07-01,-0.948,-1.329,3.23,Pass,NACE SP0169
SEG-05,TP-05-2,2025-07-01,-0.9,-1.144,4.06,Pass,NACE SP0169
SEG-05,TP-05-3,2025-07-01,-0.846,-1.09,1.39,Fail,NACE SP0169
SEG-06,TP-06-1,2025-07-01,-0.854,-1.073,0.7,Pass,NACE SP0169
SEG-06,TP-06-2,2025-07-01,-0.86,-1.174,3.72,Pass,NACE SP0169
SEG-06,TP-06-3,2025-07-01,-0.876,-1.046,3.84,Pass,NACE SP0169
SEG-07,TP-07-1,2025-07-01,-0.88,-1.224,4.4,Pass,NACE SP0169
SEG-07,TP-07-2,2025-07-01,-0.758,-0.926,4.12,Fail,NACE SP0169
SEG-07,TP-07-3,2025-07-01,-0.824,-0.989,2.03,Fail,NACE SP0169
SEG-01,TP-01-1,2025-07-02,-0.811,-1.024,1.82,Fail,NACE SP0169
SEG-01,TP-01-2,2025-07-02,-0.806,-1.05,4.95,Fail,NACE SP0169
SEG-01,TP-01-3,2025-07-02,-0.912,-1.169,4.51,Pass,NACE SP0169
SEG-02,TP-02-1,2025-07-02,-0.637,-0.886,2.3,Fail,NACE SP0169
SEG-02,TP-02-2,2025-07-02,-0.822,-1.13,3.42,Fail,NACE SP0169
SEG-02,TP-02-3,2025-07-02,-0.831,-1.152,1.75,Fail,NACE SP0169
SEG-03,TP-03-1,2025-07-02,-0.872,-1.077,3.85,Pass,NACE SP0169
SEG-03,TP-03-2,2025-07-02,-0.907,-1.137,1.81,Pass,NACE SP0169
SEG-03,TP-03-3,2025-07-02,-0.89,-1.081,2.54,Pass,NACE SP0169
SEG-04,TP-04-1,2025-07-02,-0.84,-0.946,4.39,Fail,NACE SP0169
SEG-04,TP-04-2,2025-07-02,-0.774,-0.941,0.76,Fail,NACE SP0169
SEG-04,TP-04-3,2025-07-02,-0.99,-1.236,2.2,Pass,NACE SP0169
SEG-05,TP-05-1,2025-07-02,-0.745,-0.929,1.07,Fail,NACE SP0169
SEG-05,TP-05-2,2025-07-02,-0.775,-0.921,4.86,Fail,NACE SP0169
SEG-05,TP-05-3,2025-07-02,-0.901,-1.296,3.26,Pass,NACE SP0169
SEG-06,TP-06-1,2025-07-02,-0.821,-1.167,1.07,Fail,NACE SP0169
SEG-06,TP-06-2,2025-07-02,-1.015,-1.295,1.0,Pass,NACE SP0169
SEG-06,TP-06-3,2025-07-02,-0.94,-1.201,2.9,Pass,NACE SP0169
SEG-07,TP-07-1,2025-07-02,-0.922,-1.112,1.89,Pass,NACE SP0169
SEG-07,TP-07-2,2025-07-02,-0.873,-0.977,0.53,Pass,NACE SP0169
SEG-07,TP-07-3,2025-07-02,-0.838,-1.034,3.79,Fail,NACE SP0169
SEG-01,TP-01-1,2025-07-03,-0.973,-1.281,4.42,Pass,NACE SP0169
SEG-01,TP-01-2,2025-07-03,-0.938,-1.165,3.2,Pass,NACE SP0169
SEG-01,TP-01-3,2025-07-03,-0.886,-1.247,2.88,Pass,NACE SP0169
SEG-02,TP-02-1,2025-07-03,-0.786,-1.133,0.99,Fail,NACE SP0169
SEG-02,TP-02-2,2025-07-03,-0.69,-1.087,1.2,Fail,NACE SP0169
SEG-02,TP-02-3,2025-07-03,-0.861,-1.186,3.76,Pass,NACE SP0169
SEG-03,TP-03-1,2025-07-03,-0.667,-1.029,0.99,Fail,NACE SP0169
SEG-03,TP-03-2,2025-07-03,-0.91,-1.041,4.01,Pass,NACE SP0169
SEG-03,TP-03-3,2025-07-03,-0.841,-1.149,1.23,Fail,NACE SP0169
SEG-04,TP-04-1,2025-07-03,-0.883,-1.261,3.6,Pass,NACE SP0169
SEG-04,TP-04-2,2025-07-03,-0.97,-1.219,1.19,Pass,NACE SP0169
SEG-04,TP-04-3,2025-07-03,-0.764,-0.987,3.98,Fail,NACE SP0169
SEG-05,TP-05-1,2025-07-03,-0.778,-1.034,3.22,Fail,NACE SP0169
SEG-05,TP-05-2,2025-07-03,-0.786,-1.034,4.96,Fail,NACE SP0169
SEG-05,TP-05-3,2025-07-03,-0.975,-1.213,4.33,Pass,NACE SP0169
SEG-06,TP-06-1,2025-07-03,-0.918,-1.033,1.44,Pass,NACE SP0169
SEG-06,TP-06-2,2025-07-03,-0.851,-1.119,2.49,Pass,NACE SP0169
SEG-06,TP-06-3,2025-07-03,-0.874,-1.163,2.99,Pass,NACE SP0169
SEG-07,TP-07-1,2025-07-03,-0.833,-1.203,2.79,Fail,NACE SP0169
SEG-07,TP-07-2,2025-07-03,-0.942,-1.103,1.04,Pass,NACE SP0169
SEG-07,TP-07-3,2025-07-03,-0.804,-0.905,3.22,Fail,NACE SP0169
SEG-01,TP-01-1,2025-07-04,-0.814,-1.087,1.91,Fail,NACE SP0169
SEG-01,TP-01-2,2025-07-04,-0.853,-1.107,2.93,Pass,NACE SP0169
SEG-01,TP-01-3,2025-07-04,-0.881,-1.069,2.0,Pass,NACE SP0169
SEG-02,TP-02-1,2025-07-04,-0.791,-1.093,3.1,Fail,NACE SP0169
SEG-02,TP-02-2,2025-07-04,-0.773,-1.02,2.22,Fail,NACE SP0169
SEG-02,TP-02-3,2025-07-04,-0.846,-1.099,4.24,Fail,NACE SP0169
SEG-03,TP-03-1,2025-07-04,-0.86,-1.007,3.65,Pass,NACE SP0169
SEG-03,TP-03-2,2025-07-04,-0.843,-0.946,2.6,Fail,NACE SP0169
SEG-03,TP-03-3,2025-07-04,-0.864,-1.252,0.98,Pass,NACE SP0169
SEG-04,TP-04-1,2025-07-04,-0.864,-1.097,0.6,Pass,NACE SP0169
SEG-04,TP-04-2,2025-07-04,-0.916,-1.268,2.23,Pass,NACE SP0169
SEG-04,TP-04-3,2025-07-04,-0.839,-1.147,3.47,Fail,NACE SP0169
SEG-05,TP-05-1,2025-07-04,-0.83,-1.195,0.65,Fail,NACE SP0169
SEG-05,TP-05-2,2025-07-04,-0.809,-1.127,1.35,Fail,NACE SP0169
SEG-05,TP-05-3,2025-07-04,-0.73,-0.922,1.94,Fail,NACE SP0169
SEG-06,TP-06-1,2025-07-04,-0.855,-1.17,4.76,Pass,NACE SP0169
SEG-06,TP-06-2,2025-07-04,-0.819,-1.07,4.17,Fail,NACE SP0169
SEG-06,TP-06-3,2025-07-04,-0.777,-1.151,2.67,Fail,NACE SP0169
SEG-07,TP-07-1,2025-07-04,-0.948,-1.126,3.03,Pass,NACE SP0169
SEG-07,TP-07-2,2025-07-04,-0.831,-1.22,1.26,Fail,NACE SP0169
SEG-07,TP-07-3,2025-07-04,-0.778,-1.093,2.23,Fail,NACE SP0169
SEG-01,TP-01-1,2025-07-05,-0.868,-1.132,3.42,Pass,NACE SP0169
SEG-01,TP-01-2,2025-07-05,-0.781,-0.946,3.55,Fail,NACE SP0169
SEG-01,TP-01-3,2025-07-05,-0.822,-1.028,0.89,Fail,NACE SP0169
SEG-02,TP-02-1,2025-07-05,-0.951,-1.069,3.75,Pass,NACE SP0169
SEG-02,TP-02-2,2025-07-05,-0.837,-0.989,1.73,Fail,NACE SP0169
SEG-02,TP-02-3,2025-07-05,-0.83,-1.139,2.35,Fail,NACE SP0169
SEG-03,TP-03-1,2025-07-05,-1.002,-1.105,2.8,Pass,NACE SP0169
SEG-03,TP-03-2,2025-07-05,-0.868,-1.068,4.13,Pass,NACE SP0169
SEG-03,TP-03-3,2025-07-05,-0.73,-1.048,4.9,Fail,NACE SP0169
SEG-04,TP-04-1,2025-07-05,-0.899,-1.131,4.92,Pass,NACE SP0169
SEG-04,TP-04-2,2025-07-05,-0.916,-1.21,2.5,Pass,NACE SP0169
SEG-04,TP-04-3,2025-07-05,-0.697,-0.825,0.73,Fail,NACE SP0169
SEG-05,TP-05-1,2025-07-05,-0.823,-0.965,3.69,Fail,NACE SP0169
SEG-05,TP-05-2,2025-07-05,-0.932,-1.203,3.59,Pass,NACE SP0169
SEG-05,TP-05-3,2025-07-05,-0.737,-0.905,3.06,Fail,NACE SP0169
SEG-06,TP-06-1,2025-07-05,-0.796,-1.047,4.25,Fail,NACE SP0169
SEG-06,TP-06-2,2025-07-05,-0.784,-0.992,3.81,Fail,NACE SP0169
SEG-06,TP-06-3,2025-07-05,-0.888,-1.081,3.08,Pass,NACE SP0169
SEG-07,TP-07-1,2025-07-05,-0.851,-1.201,4.8,Pass,NACE SP0169
SEG-07,TP-07-2,2025-07-05,-0.924,-1.184,3.33,Pass,NACE SP0169
SEG-07,TP-07-3,2025-07-05,-0.837,-1.191,1.22,Fail,NACE SP0169
SEG-01,TP-01-1,2025-07-06,-0.757,-0.997,4.88,Fail,NACE SP0169
SEG-01,TP-01-2,2025-07-06,-0.696,-1.032,1.84,Fail,NACE SP0169
SEG-01,TP-01-3,2025-07-06,-0.797,-1.041,4.32,Fail,NACE SP0169
SEG-02,TP-02-1,2025-07-06,-0.974,-1.14,0.66,Pass,NACE SP0169
SEG-02,TP-02-2,2025-07-06,-0.878,-1.015,3.36,Pass,NACE SP0169
SEG-02,TP-02-3,2025-07-06,-0.938,-1.248,2.55,Pass,NACE SP0169
SEG-03,TP-03-1,2025-07-06,-0.81,-1.011,3.87,Fail,NACE SP0169
SEG-03,TP-03-2,2025-07-06,-0.843,-0.949,4.66,Fail,NACE SP0169
SEG-03,TP-03-3,2025-07-06,-0.911,-1.266,2.51,Pass,NACE SP0169
SEG-04,TP-04-1,2025-07-06,-0.784,-1.091,2.86,Fail,NACE SP0169
SEG-04,TP-04-2,2025-07-06,-0.914,-1.113,0.73,Pass,NACE SP0169
SEG-04,TP-04-3,2025-07-06,-0.837,-1.011,1.47,Fail,NACE SP0169
SEG-05,TP-05-1,2025-07-06,-0.953,-1.171,1.46,Pass,NACE SP0169
SEG-05,TP-05-2,2025-07-06,-0.792,-0.937,4.3,Fail,NACE SP0169
SEG-05,TP-05-3,2025-07-06,-0.872,-1.194,4.99,Pass,NACE SP0169
SEG-06,TP-06-1,2025-07-06,-0.784,-1.103,3.17,Fail,NACE SP0169
SEG-06,TP-06-2,2025-07-06,-0.791,-0.928,3.43,Fail,NACE SP0169
SEG-06,TP-06-3,2025-07-06,-1.029,-1.317,1.03,Pass,NACE SP0169
SEG-07,TP-07-1,2025-07-06,-0.756,-0.875,1.61,Fail,NACE SP0169
SEG-07,TP-07-2,2025-07-06,-0.883,-1.136,1.58,Pass,NACE SP0169
SEG-07,TP-07-3,2025-07-06,-0.911,-1.103,2.64,Pass,NACE SP0169
SEG-01,TP-01-1,2025-07-07,-0.975,-1.107,0.76,Pass,NACE SP0169
SEG-01,TP-01-2,2025-07-07,-0.814,-1.161,1.46,Fail,NACE SP0169
SEG-01,TP-01-3,2025-07-07,-0.866,-1.159,4.82,Pass,NACE SP0169
SEG-02,TP-02-1,2025-07-07,-0.822,-1.102,4.56,Fail,NACE SP0169
SEG-02,TP-02-2,2025-07-07,-0.889,-1.098,4.21,Pass,NACE SP0169
SEG-02,TP-02-3,2025-07-07,-0.777,-1.018,2.32,Fail,NACE SP0169
SEG-03,TP-03-1,2025-07-07,-0.875,-1.053,1.2,Pass,NACE SP0169
SEG-03,TP-03-2,2025-07-07,-0.746,-1.044,1.72,Fail,NACE SP0169
SEG-03,TP-03-3,2025-07-07,-0.911,-1.245,0.98,Pass,NACE SP0169
SEG-04,TP-04-1,2025-07-07,-0.808,-1.147,4.92,Fail,NACE SP0169
SEG-04,TP-04-2,2025-07-07,-0.875,-1.025,3.88,Pass,NACE SP0169
SEG-04,TP-04-3,2025-07-07,-0.933,-1.248,4.21,Pass,NACE SP0169
SEG-05,TP-05-1,2025-07-07,-0.782,-1.083,1.69,Fail,NACE SP0169
SEG-05,TP-05-2,2025-07-07,-0.782,-1.096,3.44,Fail,NACE SP0169
SEG-05,TP-05-3,2025-07-07,-0.848,-1.134,2.81,Fail,NACE SP0169
SEG-06,TP-06-1,2025-07-07,-0.942,-1.189,1.27,Pass,NACE SP0169
SEG-06,TP-06-2,2025-07-07,-0.874,-1.03,3.81,Pass,NACE SP0169
SEG-06,TP-06-3,2025-07-07,-1.032,-1.391,3.24,Pass,NACE SP0169
SEG-07,TP-07-1,2025-07-07,-0.834,-1.155,4.05,Fail,NACE SP0169
SEG-07,TP-07-2,2025-07-07,-0.829,-1.078,3.51,Fail,NACE SP0169
SEG-07,TP-07-3,2025-07-07,-0.867,-1.032,4.65,Pass,NACE SP0169
SEG-01,TP-01-1,2025-07-08,-0.945,-1.287,3.27,Pass,NACE SP0169
SEG-01,TP-01-2,2025-07-08,-0.802,-1.162,2.05,Fail,NACE SP0169
SEG-01,TP-01-3,2025-07-08,-0.944,-1.088,4.03,Pass,NACE SP0169
SEG-02,TP-02-1,2025-07-08,-0.82,-1.137,1.12,Fail,NACE SP0169
SEG-02,TP-02-2,2025-07-08,-0.639,-1.029,4.98,Fail,NACE SP0169
SEG-02,TP-02-3,2025-07-08,-0.861,-1.098,2.84,Pass,NACE SP0169
SEG-03,TP-03-1,2025-07-08,-0.801,-1.161,4.35,Fail,NACE SP0169
SEG-03,TP-03-2,2025-07-08,-0.86,-1.091,1.69,Pass,NACE SP0169
SEG-03,TP-03-3,2025-07-08,-0.904,-1.184,0.63,Pass,NACE SP0169
SEG-04,TP-04-1,2025-07-08,-0.783,-0.978,1.97,Fail,NACE SP0169
SEG-04,TP-04-2,2025-07-08,-0.807,-1.122,2.18,Fail,NACE SP0169
SEG-04,TP-04-3,2025-07-08,-0.881,-1.013,0.97,Pass,NACE SP0169
SEG-05,TP-05-1,2025-07-08,-0.769,-0.898,1.27,Fail,NACE SP0169
SEG-05,TP-05-2,2025-07-08,-0.859,-1.226,2.62,Pass,NACE SP0169
SEG-05,TP-05-3,2025-07-08,-0.745,-1.076,3.98,Fail,NACE SP0169
SEG-06,TP-06-1,2025-07-08,-0.974,-1.169,3.12,Pass,NACE SP0169
SEG-06,TP-06-2,2025-07-08,-0.865,-1.076,3.71,Pass,NACE SP0169
SEG-06,TP-06-3,2025-07-08,-0.925,-1.11,4.23,Pass,NACE SP0169
SEG-07,TP-07-1,2025-07-08,-0.925,-1.104,1.67,Pass,NACE SP0169
SEG-07,TP-07-2,2025-07-08,-0.846,-1.209,3.03,Fail,NACE SP0169
SEG-07,TP-07-3,2025-07-08,-0.829,-0.994,1.63,Fail,NACE SP0169
SEG-01,TP-01-1,2025-07-09,-0.841,-1.0,4.37,Fail,NACE SP0169
SEG-01,TP-01-2,2025-07-09,-0.831,-1.222,0.54,Fail,NACE SP0169
SEG-01,TP-01-3,2025-07-09,-1.033,-1.29,4.75,Pass,NACE SP0169
SEG-02,TP-02-1,2025-07-09,-0.765,-0.906,0.81,Fail,NACE SP0169
SEG-02,TP-02-2,2025-07-09,-0.856,-0.997,2.65,Pass,NACE SP0169
SEG-02,TP-02-3,2025-07-09,-0.772,-1.091,2.86,Fail,NACE SP0169
SEG-03,TP-03-1,2025-07-09,-0.673,-0.807,0.69,Fail,NACE SP0169
SEG-03,TP-03-2,2025-07-09,-0.838,-1.043,2.84,Fail,NACE SP0169
SEG-03,TP-03-3,2025-07-09,-0.71,-0.933,2.47,Fail,NACE SP0169
SEG-04,TP-04-1,2025-07-09,-0.868,-1.189,1.47,Pass,NACE SP0169
SEG-04,TP-04-2,2025-07-09,-0.771,-1.008,2.39,Fail,NACE SP0169
SEG-04,TP-04-3,2025-07-09,-0.885,-0.989,1.01,Pass,NACE SP0169
SEG-05,TP-05-1,2025-07-09,-0.923,-1.2,3.29,Pass,NACE SP0169
SEG-05,TP-05-2,2025-07-09,-0.96,-1.116,0.56,Pass,NACE SP0169
SEG-05,TP-05-3,2025-07-09,-0.794,-0.958,1.64,Fail,NACE SP0169
SEG-06,TP-06-1,2025-07-09,-0.876,-1.046,3.84,Pass,NACE SP0169
SEG-06,TP-06-2,2025-07-09,-0.737,-0.905,2.96,Fail,NACE SP0169
SEG-06,TP-06-3,2025-07-09,-0.924,-1.203,0.52,Pass,NACE SP0169
SEG-07,TP-07-1,2025-07-09,-0.886,-1.227,4.54,Pass,NACE SP0169
SEG-07,TP-07-2,2025-07-09,-0.74,-1.071,1.49,Fail,NACE SP0169
SEG-07,TP-07-3,2025-07-09,-0.976,-1.354,3.92,Pass,NACE SP0169
SEG-01,TP-01-1,2025-07-10,-0.854,-1.181,4.39,Pass,NACE SP0169
SEG-01,TP-01-2,2025-07-10,-0.819,-1.022,4.38,Fail,NACE SP0169
SEG-01,TP-01-3,2025-07-10,-0.793,-1.115,3.47,Fail,NACE SP0169
SEG-02,TP-02-1,2025-07-10,-0.804,-1.193,2.39,Fail,NACE SP0169
SEG-02,TP-02-2,2025-07-10,-0.765,-1.075,5.0,Fail,NACE SP0169
SEG-02,TP-02-3,2025-07-10,-0.841,-1.21,3.13,Fail,NACE SP0169
SEG-03,TP-03-1,2025-07-10,-0.874,-1.091,2.88,Pass,NACE SP0169
SEG-03,TP-03-2,2025-07-10,-0.851,-1.014,3.96,Pass,NACE SP0169
SEG-03,TP-03-3,2025-07-10,-0.885,-1.211,4.54,Pass,NACE SP0169
SEG-04,TP-04-1,2025-07-10,-0.895,-1.221,3.51,Pass,NACE SP0169
SEG-04,TP-04-2,2025-07-10,-0.885,-1.242,1.51,Pass,NACE SP0169
SEG-04,TP-04-3,2025-07-10,-0.872,-1.126,2.14,Pass,NACE SP0169
SEG-05,TP-05-1,2025-07-10,-0.711,-0.887,3.92,Fail,NACE SP0169
SEG-05,TP-05-2,2025-07-10,-0.888,-1.084,1.6,Pass,NACE SP0169
SEG-05,TP-05-3,2025-07-10,-0.992,-1.341,0.77,Pass,NACE SP0169
SEG-06,TP-06-1,2025-07-10,-0.879,-0.997,4.82,Pass,NACE SP0169
SEG-06,TP-06-2,2025-07-10,-0.707,-1.051,2.78,Fail,NACE SP0169
SEG-06,TP-06-3,2025-07-10,-0.842,-1.16,2.13,Fail,NACE SP0169
SEG-07,TP-07-1,2025-07-10,-0.588,-0.948,1.5,Fail,NACE SP0169
SEG-07,TP-07-2,2025-07-10,-0.881,-1.254,4.56,Pass,NACE SP0169
SEG-07,TP-07-3,2025-07-10,-0.871,-1.162,1.24,Pass,NACE SP0169
SEG-01,TP-01-1,2025-07-11,-0.761,-1.01,4.08,Fail,NACE SP0169
SEG-01,TP-01-2,2025-07-11,-0.859,-1.235,3.54,Pass,NACE SP0169
SEG-01,TP-01-3,2025-07-11,-0.902,-1.22,2.97,Pass,NACE SP0169
SEG-02,TP-02-1,2025-07-11,-0.934,-1.245,1.24,Pass,NACE SP0169
SEG-02,TP-02-2,2025-07-11,-0.979,-1.255,2.89,Pass,NACE SP0169
SEG-02,TP-02-3,2025-07-11,-0.933,-1.113,1.33,Pass,NACE SP0169
SEG-03,TP-03-1,2025-07-11,-0.754,-1.037,2.52,Fail,NACE SP0169
SEG-03,TP-03-2,2025-07-11,-0.807,-1.1,1.28,Fail,NACE SP0169
SEG-03,TP-03-3,2025-07-11,-0.877,-1.236,2.68,Pass,NACE SP0169
SEG-04,TP-04-1,2025-07-11,-0.813,-0.959,3.46,Fail,NACE SP0169
SEG-04,TP-04-2,2025-07-11,-0.801,-0.984,1.68,Fail,NACE SP0169
SEG-04,TP-04-3,2025-07-11,-0.857,-1.023,0.55,Pass,NACE SP0169
SEG-05,TP-05-1,2025-07-11,-0.827,-1.073,3.02,Fail,NACE SP0169
SEG-05,TP-05-2,2025-07-11,-0.96,-1.165,3.69,Pass,NACE SP0169
SEG-05,TP-05-3,2025-07-11,-1.032,-1.392,4.56,Pass,NACE SP0169
SEG-06,TP-06-1,2025-07-11,-0.874,-1.088,3.96,Pass,NACE SP0169
SEG-06,TP-06-2,2025-07-11,-0.815,-1.116,4.04,Fail,NACE SP0169
SEG-06,TP-06-3,2025-07-11,-0.844,-1.04,4.45,Fail,NACE SP0169
SEG-07,TP-07-1,2025-07-11,-0.89,-1.207,1.27,Pass,NACE SP0169
SEG-07,TP-07-2,2025-07-11,-0.89,-1.183,4.03,Pass,NACE SP0169
SEG-07,TP-07-3,2025-07-11,-0.89,-1.021,2.33,Pass,NACE SP0169
SEG-01,TP-01-1,2025-07-12,-0.878,-1.055,2.26,Pass,NACE SP0169
SEG-01,TP-01-2,2025-07-12,-0.858,-1.066,2.95,Pass,NACE SP0169
SEG-01,TP-01-3,2025-07-12,-0.902,-1.006,3.82,Pass,NACE SP0169
SEG-02,TP-02-1,2025-07-12,-0.796,-0.913,1.5,Fail,NACE SP0169
SEG-02,TP-02-2,2025-07-12,-0.809,-0.925,0.86,Fail,NACE SP0169
SEG-02,TP-02-3,2025-07-12,-0.824,-0.942,3.77,Fail,NACE SP0169
SEG-03,TP-03-1,2025-07-12,-0.825,-0.983,4.17,Fail,NACE SP0169
SEG-03,TP-03-2,2025-07-12,-0.928,-1.133,0.81,Pass,NACE SP0169
SEG-03,TP-03-3,2025-07-12,-0.76,-0.923,1.91,Fail,NACE SP0169
SEG-04,TP-04-1,2025-07-12,-0.801,-1.199,3.99,Fail,NACE SP0169
SEG-04,TP-04-2,2025-07-12,-0.884,-1.235,0.55,Pass,NACE SP0169
SEG-04,TP-04-3,2025-07-12,-0.816,-0.972,0.86,Fail,NACE SP0169
SEG-05,TP-05-1,2025-07-12,-0.891,-1.165,2.87,Pass,NACE SP0169
SEG-05,TP-05-2,2025-07-12,-0.896,-1.205,1.76,Pass,NACE SP0169
SEG-05,TP-05-3,2025-07-12,-0.817,-1.058,0.7,Fail,NACE SP0169
SEG-06,TP-06-1,2025-07-12,-0.969,-1.16,4.33,Pass,NACE SP0169
SEG-06,TP-06-2,2025-07-12,-0.757,-1.141,2.62,Fail,NACE SP0169
SEG-06,TP-06-3,2025-07-12,-0.715,-1.005,1.34,Fail,NACE SP0169
SEG-07,TP-07-1,2025-07-12,-0.889,-1.066,4.26,Pass,NACE SP0169
SEG-07,TP-07-2,2025-07-12,-0.871,-1.267,0.54,Pass,NACE SP0169
SEG-07,TP-07-3,2025-07-12,-0.881,-1.141,4.98,Pass,NACE SP0169
SEG-01,TP-01-1,2025-07-13,-0.853,-0.974,3.16,Pass,NACE SP0169
SEG-01,TP-01-2,2025-07-13,-0.757,-1.11,4.35,Fail,NACE SP0169
SEG-01,TP-01-3,2025-07-13,-0.887,-1.248,4.79,Pass,NACE SP0169
SEG-02,TP-02-1,2025-07-13,-0.908,-1.126,4.03,Pass,NACE SP0169
SEG-02,TP-02-2,2025-07-13,-0.774,-0.913,4.97,Fail,NACE SP0169
SEG-02,TP-02-3,2025-07-13,-0.807,-1.133,3.64,Fail,NACE SP0169
SEG-03,TP-03-1,2025-07-13,-0.711,-1.091,1.12,Fail,NACE SP0169
SEG-03,TP-03-2,2025-07-13,-0.798,-0.972,3.51,Fail,NACE SP0169
SEG-03,TP-03-3,2025-07-13,-0.851,-1.179,0.81,Pass,NACE SP0169
SEG-04,TP-04-1,2025-07-13,-0.936,-1.145,3.42,Pass,NACE SP0169
SEG-04,TP-04-2,2025-07-13,-0.81,-1.156,1.81,Fail,NACE SP0169
SEG-04,TP-04-3,2025-07-13,-0.844,-1.162,4.78,Fail,NACE SP0169
SEG-05,TP-05-1,2025-07-13,-0.905,-1.091,1.2,Pass,NACE SP0169
SEG-05,TP-05-2,2025-07-13,-0.761,-1.01,2.28,Fail,NACE SP0169
SEG-05,TP-05-3,2025-07-13,-0.805,-1.199,1.96,Fail,NACE SP0169
SEG-06,TP-06-1,2025-07-13,-0.757,-1.137,2.26,Fail,NACE SP0169
SEG-06,TP-06-2,2025-07-13,-0.685,-0.903,1.74,Fail,NACE SP0169
SEG-06,TP-06-3,2025-07-13,-0.875,-1.015,0.57,Pass,NACE SP0169
SEG-07,TP-07-1,2025-07-13,-0.788,-1.106,1.51,Fail,NACE SP0169
SEG-07,TP-07-2,2025-07-13,-0.787,-1.0,1.25,Fail,NACE SP0169
SEG-07,TP-07-3,2025-07-13,-0.842,-1.194,3.56,Fail,NACE SP0169
SEG-01,TP-01-1,2025-07-14,-0.856,-1.001,4.76,Pass,NACE SP0169
SEG-01,TP-01-2,2025-07-14,-0.879,-1.225,3.61,Pass,NACE SP0169
SEG-01,TP-01-3,2025-07-14,-0.883,-1.241,2.53,Pass,NACE SP0169
SEG-02,TP-02-1,2025-07-14,-0.774,-1.133,3.47,Fail,NACE SP0169
SEG-02,TP-02-2,2025-07-14,-0.793,-1.129,2.12,Fail,NACE SP0169
